"Registration.date","Total.usage.time","Pets","Carpet.score","Sent.for.repair","Failure.date","Battery.status","Impact.status","IR.status","Battery.censoring","Impact.censoring","IR.censoring","Survival.time","Registration.year","Registration.year.month"
2016-10-11,1007,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1176,"2016","2016-10"
2019-09-09,229,1,2,0,2019-12-31,NA,NA,NA,0,0,0,113,"2019","2019-09"
2017-12-16,1573,1,2,0,2019-12-31,NA,NA,NA,0,0,0,745,"2017","2017-12"
2018-10-07,454,0,3,0,2019-12-31,NA,NA,NA,0,0,0,450,"2018","2018-10"
2015-05-27,1670,0,5,1,2018-10-02,"Damage","OK","OK",1,0,0,1224,"2015","2015-05"
2016-07-13,1304,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1266,"2016","2016-07"
2019-01-06,374,0,3,0,2019-12-31,NA,NA,NA,0,0,0,359,"2019","2019-01"
2017-04-02,817,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1003,"2017","2017-04"
2015-03-01,2121,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1766,"2015","2015-03"
2018-02-03,707,0,2,0,2019-12-31,NA,NA,NA,0,0,0,696,"2018","2018-02"
2018-11-12,1240,1,4,0,2019-12-31,NA,NA,NA,0,0,0,414,"2018","2018-11"
2015-02-03,1350,0,2,1,2019-11-02,"OK","OK","OK",0,0,0,1733,"2015","2015-02"
2017-04-08,1052,0,4,0,2019-12-31,NA,NA,NA,0,0,0,997,"2017","2017-04"
2019-08-12,236,1,2,0,2019-12-31,NA,NA,NA,0,0,0,141,"2019","2019-08"
2018-03-07,1501,1,5,0,2019-12-31,NA,NA,NA,0,0,0,664,"2018","2018-03"
2015-09-18,2280,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1565,"2015","2015-09"
2016-01-11,2015,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1450,"2016","2016-01"
2016-08-12,1127,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1236,"2016","2016-08"
2018-04-22,1696,1,5,0,2019-12-31,NA,NA,NA,0,0,0,618,"2018","2018-04"
2019-07-17,176,1,3,0,2019-12-31,NA,NA,NA,0,0,0,167,"2019","2019-07"
2019-02-03,909,1,4,0,2019-12-31,NA,NA,NA,0,0,0,331,"2019","2019-02"
2018-04-18,1629,1,3,0,2019-12-31,NA,NA,NA,0,0,0,622,"2018","2018-04"
2016-10-02,71,0,6,1,2016-12-19,"OK","OK","Damage",0,0,1,78,"2016","2016-10"
2018-05-29,1071,1,3,0,2019-12-31,NA,NA,NA,0,0,0,581,"2018","2018-05"
2016-08-01,1215,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1247,"2016","2016-08"
2016-02-18,909,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1412,"2016","2016-02"
2017-07-19,906,0,2,0,2019-12-31,NA,NA,NA,0,0,0,895,"2017","2017-07"
2015-04-10,3252,1,1,1,2019-07-06,"Damage","OK","OK",1,0,0,1548,"2015","2015-04"
2016-04-14,1406,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1356,"2016","2016-04"
2016-01-27,2385,1,2,1,2018-12-03,"OK","Damage","OK",0,1,0,1041,"2016","2016-01"
2016-08-06,434,1,1,1,2017-05-01,"OK","OK","Damage",0,0,1,268,"2016","2016-08"
2018-06-17,1035,1,4,0,2019-12-31,NA,NA,NA,0,0,0,562,"2018","2018-06"
2019-11-19,31,0,4,0,2019-12-31,NA,NA,NA,0,0,0,42,"2019","2019-11"
2018-10-25,609,0,2,0,2019-12-31,NA,NA,NA,0,0,0,432,"2018","2018-10"
2016-11-09,1592,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1147,"2016","2016-11"
2017-08-02,826,0,4,0,2019-12-31,NA,NA,NA,0,0,0,881,"2017","2017-08"
2015-07-14,1307,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1631,"2015","2015-07"
2016-09-25,146,0,4,1,2017-03-08,"OK","OK","Damage",0,0,1,164,"2016","2016-09"
2015-01-22,2401,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1804,"2015","2015-01"
2018-03-29,593,0,1,0,2019-12-31,NA,NA,NA,0,0,0,642,"2018","2018-03"
2016-04-02,758,1,5,0,2019-12-31,NA,NA,NA,0,0,0,1368,"2016","2016-04"
2016-05-02,1955,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1338,"2016","2016-05"
2016-03-29,1818,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1372,"2016","2016-03"
2018-06-23,1139,1,4,0,2019-12-31,NA,NA,NA,0,0,0,556,"2018","2018-06"
2016-09-28,1718,1,1,0,2019-12-31,NA,NA,NA,0,0,0,1189,"2016","2016-09"
2015-09-05,1066,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1578,"2015","2015-09"
2015-08-13,1771,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1601,"2015","2015-08"
2019-11-04,66,0,3,0,2019-12-31,NA,NA,NA,0,0,0,57,"2019","2019-11"
2018-05-26,763,0,1,0,2019-12-31,NA,NA,NA,0,0,0,584,"2018","2018-05"
2015-01-07,2355,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1819,"2015","2015-01"
2015-01-16,1760,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1810,"2015","2015-01"
2019-08-11,162,0,3,0,2019-12-31,NA,NA,NA,0,0,0,142,"2019","2019-08"
2019-01-06,346,0,1,0,2019-12-31,NA,NA,NA,0,0,0,359,"2019","2019-01"
2016-04-12,1681,0,6,0,2019-12-31,NA,NA,NA,0,0,0,1358,"2016","2016-04"
2017-10-03,427,1,3,1,2018-06-23,"OK","OK","Damage",0,0,1,263,"2017","2017-10"
2019-06-22,152,0,5,0,2019-12-31,NA,NA,NA,0,0,0,192,"2019","2019-06"
2019-07-14,283,1,3,0,2019-12-31,NA,NA,NA,0,0,0,170,"2019","2019-07"
2015-05-12,1851,1,1,1,2018-04-01,"Damage","OK","OK",1,0,0,1055,"2015","2015-05"
2018-09-08,394,0,3,0,2019-12-31,NA,NA,NA,0,0,0,479,"2018","2018-09"
2016-11-07,927,0,6,0,2019-12-31,NA,NA,NA,0,0,0,1149,"2016","2016-11"
2019-09-28,249,1,5,0,2019-12-31,NA,NA,NA,0,0,0,94,"2019","2019-09"
2017-12-01,1059,0,3,0,2019-12-31,NA,NA,NA,0,0,0,760,"2017","2017-12"
2017-10-01,1428,1,4,1,2018-12-21,"Damage","OK","OK",1,0,0,446,"2017","2017-10"
2015-10-13,2951,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1540,"2015","2015-10"
2018-04-01,1360,1,2,1,2019-06-15,"Damage","OK","OK",1,0,0,440,"2018","2018-04"
2016-06-25,432,0,4,1,2018-04-02,"OK","OK","Damage",0,0,1,646,"2016","2016-06"
2015-05-24,2190,1,2,1,2017-05-19,"Damage","OK","OK",1,0,0,726,"2015","2015-05"
2018-06-13,1168,1,5,0,2019-12-31,NA,NA,NA,0,0,0,566,"2018","2018-06"
2017-02-05,1899,1,3,1,2019-06-01,"Damage","OK","OK",1,0,0,846,"2017","2017-02"
2018-07-17,523,0,3,0,2019-12-31,NA,NA,NA,0,0,0,532,"2018","2018-07"
2015-04-28,1995,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1708,"2015","2015-04"
2015-07-20,2300,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1625,"2015","2015-07"
2019-04-15,584,1,5,0,2019-12-31,NA,NA,NA,0,0,0,260,"2019","2019-04"
2015-10-14,1735,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1539,"2015","2015-10"
2017-07-01,1578,1,1,0,2019-12-31,NA,NA,NA,0,0,0,913,"2017","2017-07"
2017-11-28,1710,1,3,0,2019-12-31,NA,NA,NA,0,0,0,763,"2017","2017-11"
2015-01-25,1961,1,4,1,2018-05-03,"Damage","OK","OK",1,0,0,1194,"2015","2015-01"
2019-08-11,302,1,4,0,2019-12-31,NA,NA,NA,0,0,0,142,"2019","2019-08"
2018-04-30,383,0,4,0,2019-12-31,NA,NA,NA,0,0,0,610,"2018","2018-04"
2018-11-11,615,0,3,0,2019-12-31,NA,NA,NA,0,0,0,415,"2018","2018-11"
2018-01-27,582,0,5,0,2019-12-31,NA,NA,NA,0,0,0,703,"2018","2018-01"
2015-04-28,328,0,3,1,2016-09-24,"OK","OK","Damage",0,0,1,515,"2015","2015-04"
2018-09-28,350,0,3,0,2019-12-31,NA,NA,NA,0,0,0,459,"2018","2018-09"
2016-03-06,722,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1395,"2016","2016-03"
2019-12-11,29,0,4,0,2019-12-31,NA,NA,NA,0,0,0,20,"2019","2019-12"
2015-03-02,1342,1,6,1,2016-11-18,"Damage","OK","OK",1,0,0,627,"2015","2015-03"
2018-01-30,870,0,2,0,2019-12-31,NA,NA,NA,0,0,0,700,"2018","2018-01"
2018-12-01,450,0,2,0,2019-12-31,NA,NA,NA,0,0,0,395,"2018","2018-12"
2019-06-22,418,1,3,0,2019-12-31,NA,NA,NA,0,0,0,192,"2019","2019-06"
2015-12-17,1342,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1475,"2015","2015-12"
2017-02-28,877,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1036,"2017","2017-02"
2017-06-24,765,0,3,0,2019-12-31,NA,NA,NA,0,0,0,920,"2017","2017-06"
2016-09-22,1662,1,2,0,2019-12-31,NA,NA,NA,0,0,0,1195,"2016","2016-09"
2018-08-23,1109,1,6,0,2019-12-31,NA,NA,NA,0,0,0,495,"2018","2018-08"
2018-08-30,720,0,4,0,2019-12-31,NA,NA,NA,0,0,0,488,"2018","2018-08"
2017-03-27,1843,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1009,"2017","2017-03"
2019-02-07,696,1,4,0,2019-12-31,NA,NA,NA,0,0,0,327,"2019","2019-02"
2015-12-28,1833,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1464,"2015","2015-12"
2016-01-26,975,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1435,"2016","2016-01"
2017-09-23,1727,1,2,0,2019-12-31,NA,NA,NA,0,0,0,829,"2017","2017-09"
2019-06-23,181,0,2,0,2019-12-31,NA,NA,NA,0,0,0,191,"2019","2019-06"
2015-06-17,1490,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1658,"2015","2015-06"
2015-12-21,1717,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1471,"2015","2015-12"
2019-12-15,21,0,3,0,2019-12-31,NA,NA,NA,0,0,0,16,"2019","2019-12"
2016-08-29,2075,1,5,1,2019-03-04,"Damage","OK","OK",1,0,0,917,"2016","2016-08"
2015-01-12,2989,1,4,1,2019-04-18,"Damage","OK","OK",1,0,0,1557,"2015","2015-01"
2017-11-26,710,0,3,0,2019-12-31,NA,NA,NA,0,0,0,765,"2017","2017-11"
2019-12-06,63,1,7,0,2019-12-31,NA,NA,NA,0,0,0,25,"2019","2019-12"
2017-11-21,1348,1,1,0,2019-12-31,NA,NA,NA,0,0,0,770,"2017","2017-11"
2018-07-31,1091,1,3,0,2019-12-31,NA,NA,NA,0,0,0,518,"2018","2018-07"
2017-12-21,1035,1,2,0,2019-12-31,NA,NA,NA,0,0,0,740,"2017","2017-12"
2016-05-25,1036,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1315,"2016","2016-05"
2016-09-06,1362,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1211,"2016","2016-09"
2018-01-15,1202,1,4,0,2019-12-31,NA,NA,NA,0,0,0,715,"2018","2018-01"
2016-03-12,1114,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1389,"2016","2016-03"
2017-05-27,1721,1,5,0,2019-12-31,NA,NA,NA,0,0,0,948,"2017","2017-05"
2017-03-02,1599,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1034,"2017","2017-03"
2019-12-09,57,1,1,0,2019-12-31,NA,NA,NA,0,0,0,22,"2019","2019-12"
2016-10-26,1430,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1161,"2016","2016-10"
2019-12-07,21,0,1,0,2019-12-31,NA,NA,NA,0,0,0,24,"2019","2019-12"
2018-01-17,623,0,2,0,2019-12-31,NA,NA,NA,0,0,0,713,"2018","2018-01"
2018-11-22,384,0,2,0,2019-12-31,NA,NA,NA,0,0,0,404,"2018","2018-11"
2017-08-18,1086,0,3,0,2019-12-31,NA,NA,NA,0,0,0,865,"2017","2017-08"
2016-12-09,1852,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1117,"2016","2016-12"
2018-11-13,998,1,3,0,2019-12-31,NA,NA,NA,0,0,0,413,"2018","2018-11"
2017-10-20,1152,1,2,0,2019-12-31,NA,NA,NA,0,0,0,802,"2017","2017-10"
2016-06-06,770,0,6,0,2019-12-31,NA,NA,NA,0,0,0,1303,"2016","2016-06"
2016-02-01,3114,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1429,"2016","2016-02"
2017-01-07,1775,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1088,"2017","2017-01"
2015-11-05,1178,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1517,"2015","2015-11"
2019-08-21,151,0,4,0,2019-12-31,NA,NA,NA,0,0,0,132,"2019","2019-08"
2016-11-25,913,1,1,1,2019-03-12,"OK","OK","Damage",0,0,1,837,"2016","2016-11"
2018-02-25,1249,1,3,0,2019-12-31,NA,NA,NA,0,0,0,674,"2018","2018-02"
2019-09-08,68,0,4,0,2019-12-31,NA,NA,NA,0,0,0,114,"2019","2019-09"
2015-08-10,1933,1,2,0,2019-12-31,NA,NA,NA,0,0,0,1604,"2015","2015-08"
2016-07-31,1611,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1248,"2016","2016-07"
2018-08-18,1256,1,4,0,2019-12-31,NA,NA,NA,0,0,0,500,"2018","2018-08"
2018-01-16,462,1,3,0,2019-12-31,NA,NA,NA,0,0,0,714,"2018","2018-01"
2017-08-19,2537,1,3,0,2019-12-31,NA,NA,NA,0,0,0,864,"2017","2017-08"
2019-07-05,327,1,2,0,2019-12-31,NA,NA,NA,0,0,0,179,"2019","2019-07"
2015-09-03,3174,1,2,0,2019-12-31,NA,NA,NA,0,0,0,1580,"2015","2015-09"
2018-04-27,743,0,3,0,2019-12-31,NA,NA,NA,0,0,0,613,"2018","2018-04"
2015-11-06,673,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1516,"2015","2015-11"
2018-07-04,634,0,3,0,2019-12-31,NA,NA,NA,0,0,0,545,"2018","2018-07"
2017-12-09,1924,1,3,0,2019-12-31,NA,NA,NA,0,0,0,752,"2017","2017-12"
2016-04-13,1443,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1357,"2016","2016-04"
2018-02-26,1107,1,3,0,2019-12-31,NA,NA,NA,0,0,0,673,"2018","2018-02"
2017-09-28,1247,0,3,0,2019-12-31,NA,NA,NA,0,0,0,824,"2017","2017-09"
2017-05-07,1006,0,4,0,2019-12-31,NA,NA,NA,0,0,0,968,"2017","2017-05"
2015-10-23,968,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1530,"2015","2015-10"
2017-05-19,632,1,5,1,2018-02-17,"Damage","OK","OK",1,0,0,274,"2017","2017-05"
2016-02-15,63,0,2,1,2016-04-17,"OK","OK","Damage",0,0,1,62,"2016","2016-02"
2016-10-07,1173,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1180,"2016","2016-10"
2015-08-13,1197,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1601,"2015","2015-08"
2019-05-09,242,0,5,0,2019-12-31,NA,NA,NA,0,0,0,236,"2019","2019-05"
2016-08-23,1104,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1225,"2016","2016-08"
2019-02-02,812,1,4,0,2019-12-31,NA,NA,NA,0,0,0,332,"2019","2019-02"
2018-02-26,749,0,2,0,2019-12-31,NA,NA,NA,0,0,0,673,"2018","2018-02"
2015-03-11,658,1,3,1,2015-11-22,"OK","OK","Damage",0,0,1,256,"2015","2015-03"
2017-04-19,2202,1,5,0,2019-12-31,NA,NA,NA,0,0,0,986,"2017","2017-04"
2015-06-11,842,1,4,1,2016-02-06,"Damage","OK","OK",1,0,0,240,"2015","2015-06"
2015-10-28,1821,1,4,1,2017-09-04,"Damage","OK","OK",1,0,0,677,"2015","2015-10"
2018-03-15,1017,0,5,0,2019-12-31,NA,NA,NA,0,0,0,656,"2018","2018-03"
2015-10-29,1772,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1524,"2015","2015-10"
2015-10-04,1081,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1549,"2015","2015-10"
2015-06-14,2478,1,5,1,2018-12-10,"Damage","OK","OK",1,0,0,1275,"2015","2015-06"
2015-08-21,2037,0,7,0,2019-12-31,NA,NA,NA,0,0,0,1593,"2015","2015-08"
2018-04-21,638,0,1,0,2019-12-31,NA,NA,NA,0,0,0,619,"2018","2018-04"
2017-12-20,847,0,5,0,2019-12-31,NA,NA,NA,0,0,0,741,"2017","2017-12"
2018-01-15,611,0,1,0,2019-12-31,NA,NA,NA,0,0,0,715,"2018","2018-01"
2017-05-10,2570,1,2,1,2019-12-15,"Damage","OK","OK",1,0,0,949,"2017","2017-05"
2015-05-24,2463,1,3,1,2018-02-23,"Damage","OK","OK",1,0,0,1006,"2015","2015-05"
2017-10-16,692,0,2,0,2019-12-31,NA,NA,NA,0,0,0,806,"2017","2017-10"
2015-03-26,2518,1,5,0,2019-12-31,NA,NA,NA,0,0,0,1741,"2015","2015-03"
2016-01-10,1153,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1451,"2016","2016-01"
2017-05-11,191,1,5,1,2017-09-24,"OK","OK","Damage",0,0,1,136,"2017","2017-05"
2016-01-17,1182,0,5,1,2019-07-10,"OK","OK","Damage",0,0,1,1270,"2016","2016-01"
2016-08-12,1840,1,2,0,2019-12-31,NA,NA,NA,0,0,0,1236,"2016","2016-08"
2017-09-16,1682,1,4,0,2019-12-31,NA,NA,NA,0,0,0,836,"2017","2017-09"
2015-07-27,1166,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1618,"2015","2015-07"
2017-07-15,1904,1,2,1,2019-06-13,"Damage","OK","OK",1,0,0,698,"2017","2017-07"
2019-04-03,322,0,5,0,2019-12-31,NA,NA,NA,0,0,0,272,"2019","2019-04"
2017-06-12,659,0,2,0,2019-12-31,NA,NA,NA,0,0,0,932,"2017","2017-06"
2017-05-14,459,0,3,1,2018-07-09,"OK","OK","Damage",0,0,1,421,"2017","2017-05"
2015-12-29,2268,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1463,"2015","2015-12"
2017-06-17,1517,0,5,0,2019-12-31,NA,NA,NA,0,0,0,927,"2017","2017-06"
2018-01-25,1737,1,3,0,2019-12-31,NA,NA,NA,0,0,0,705,"2018","2018-01"
2018-08-27,535,0,2,0,2019-12-31,NA,NA,NA,0,0,0,491,"2018","2018-08"
2017-08-21,918,0,7,0,2019-12-31,NA,NA,NA,0,0,0,862,"2017","2017-08"
2018-04-25,1690,1,5,1,2019-11-28,"Damage","OK","OK",1,0,0,582,"2018","2018-04"
2019-07-07,212,0,3,0,2019-12-31,NA,NA,NA,0,0,0,177,"2019","2019-07"
2016-11-09,887,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1147,"2016","2016-11"
2016-07-18,1118,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1261,"2016","2016-07"
2015-08-23,1088,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1591,"2015","2015-08"
2019-02-14,336,0,4,0,2019-12-31,NA,NA,NA,0,0,0,320,"2019","2019-02"
2019-05-29,223,0,2,0,2019-12-31,NA,NA,NA,0,0,0,216,"2019","2019-05"
2015-11-13,801,1,3,1,2016-07-07,"Damage","OK","OK",1,0,0,237,"2015","2015-11"
2015-03-21,2003,1,5,0,2019-12-31,NA,NA,NA,0,0,0,1746,"2015","2015-03"
2018-01-15,705,0,2,0,2019-12-31,NA,NA,NA,0,0,0,715,"2018","2018-01"
2019-07-31,352,1,2,0,2019-12-31,NA,NA,NA,0,0,0,153,"2019","2019-07"
2015-09-25,23,0,2,1,2015-12-06,"OK","OK","Damage",0,0,1,72,"2015","2015-09"
2016-06-21,1109,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1288,"2016","2016-06"
2019-02-20,759,1,3,1,2019-11-17,"Damage","OK","OK",1,0,0,270,"2019","2019-02"
2019-11-27,26,0,5,0,2019-12-31,NA,NA,NA,0,0,0,34,"2019","2019-11"
2018-05-18,772,0,2,0,2019-12-31,NA,NA,NA,0,0,0,592,"2018","2018-05"
2017-02-03,970,1,5,1,2018-03-07,"OK","OK","Damage",0,0,1,397,"2017","2017-02"
2016-11-29,1863,1,2,1,2018-08-14,"Damage","OK","OK",1,0,0,623,"2016","2016-11"
2016-06-14,1057,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1295,"2016","2016-06"
2017-03-22,2163,1,2,0,2019-12-31,NA,NA,NA,0,0,0,1014,"2017","2017-03"
2017-08-01,1331,1,3,0,2019-12-31,NA,NA,NA,0,0,0,882,"2017","2017-08"
2018-03-04,1165,0,5,0,2019-12-31,NA,NA,NA,0,0,0,667,"2018","2018-03"
2019-07-13,404,1,2,0,2019-12-31,NA,NA,NA,0,0,0,171,"2019","2019-07"
2018-07-07,561,0,4,0,2019-12-31,NA,NA,NA,0,0,0,542,"2018","2018-07"
2015-03-06,1694,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1761,"2015","2015-03"
2019-06-18,428,1,1,0,2019-12-31,NA,NA,NA,0,0,0,196,"2019","2019-06"
2016-11-23,600,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1133,"2016","2016-11"
2016-09-15,2717,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1202,"2016","2016-09"
2018-01-29,1129,1,3,1,2019-03-17,"Damage","OK","OK",1,0,0,412,"2018","2018-01"
2016-05-05,2858,1,5,1,2019-09-05,"Damage","OK","OK",1,0,0,1218,"2016","2016-05"
2017-10-17,1433,1,3,0,2019-12-31,NA,NA,NA,0,0,0,805,"2017","2017-10"
2019-12-28,4,0,2,0,2019-12-31,NA,NA,NA,0,0,0,3,"2019","2019-12"
2017-09-24,1970,1,4,0,2019-12-31,NA,NA,NA,0,0,0,828,"2017","2017-09"
2015-11-28,2446,1,4,1,2018-03-25,"Damage","OK","OK",1,0,0,848,"2015","2015-11"
2016-11-12,556,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1144,"2016","2016-11"
2018-02-12,463,0,2,0,2019-12-31,NA,NA,NA,0,0,0,687,"2018","2018-02"
2015-08-21,1597,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1593,"2015","2015-08"
2019-04-13,184,0,7,0,2019-12-31,NA,NA,NA,0,0,0,262,"2019","2019-04"
2019-12-28,4,0,3,0,2019-12-31,NA,NA,NA,0,0,0,3,"2019","2019-12"
2015-01-09,2381,1,1,1,2019-11-09,"OK","Damage","OK",0,1,0,1765,"2015","2015-01"
2015-05-14,122,0,3,1,2015-09-24,"OK","OK","Damage",0,0,1,133,"2015","2015-05"
2019-06-24,256,1,4,0,2019-12-31,NA,NA,NA,0,0,0,190,"2019","2019-06"
2019-03-10,164,0,2,0,2019-12-31,NA,NA,NA,0,0,0,296,"2019","2019-03"
2018-12-31,761,1,3,0,2019-12-31,NA,NA,NA,0,0,0,365,"2018","2018-12"
2015-09-02,1061,0,7,1,2019-10-12,"Damage","OK","OK",1,0,0,1501,"2015","2015-09"
2016-08-04,1971,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1244,"2016","2016-08"
2015-02-11,1201,0,4,1,2018-05-31,"Damage","OK","OK",1,0,0,1205,"2015","2015-02"
2016-08-15,1480,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1233,"2016","2016-08"
2017-10-19,697,0,3,0,2019-12-31,NA,NA,NA,0,0,0,803,"2017","2017-10"
2017-10-06,1130,0,2,0,2019-12-31,NA,NA,NA,0,0,0,816,"2017","2017-10"
2019-11-30,82,1,4,0,2019-12-31,NA,NA,NA,0,0,0,31,"2019","2019-11"
2019-12-09,50,1,4,0,2019-12-31,NA,NA,NA,0,0,0,22,"2019","2019-12"
2018-09-04,240,0,3,0,2019-12-31,NA,NA,NA,0,0,0,483,"2018","2018-09"
2019-02-21,415,1,4,0,2019-12-31,NA,NA,NA,0,0,0,313,"2019","2019-02"
2015-04-03,1852,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1733,"2015","2015-04"
2016-03-04,1473,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1397,"2016","2016-03"
2016-04-10,1839,1,3,1,2018-10-16,"Damage","OK","OK",1,0,0,919,"2016","2016-04"
2016-06-08,2433,1,1,1,2018-10-20,"Damage","OK","OK",1,0,0,864,"2016","2016-06"
2016-02-18,2731,1,2,1,2018-11-08,"Damage","OK","OK",1,0,0,994,"2016","2016-02"
2016-06-19,759,1,3,1,2017-11-27,"OK","OK","Damage",0,0,1,526,"2016","2016-06"
2015-08-19,2663,1,2,1,2019-12-05,"OK","OK","OK",0,0,0,1569,"2015","2015-08"
2018-07-20,1209,1,4,0,2019-12-31,NA,NA,NA,0,0,0,529,"2018","2018-07"
2019-03-29,612,1,2,0,2019-12-31,NA,NA,NA,0,0,0,277,"2019","2019-03"
2019-12-06,20,1,7,0,2019-12-31,NA,NA,NA,0,0,0,25,"2019","2019-12"
2019-12-19,16,1,2,0,2019-12-31,NA,NA,NA,0,0,0,12,"2019","2019-12"
2017-03-27,2305,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1009,"2017","2017-03"
2015-05-14,2299,1,3,1,2017-08-25,"Damage","OK","OK",1,0,0,834,"2015","2015-05"
2018-03-17,1518,1,3,0,2019-12-31,NA,NA,NA,0,0,0,654,"2018","2018-03"
2018-12-21,116,0,2,0,2019-12-31,NA,NA,NA,0,0,0,375,"2018","2018-12"
2018-01-08,1187,1,4,0,2019-12-31,NA,NA,NA,0,0,0,722,"2018","2018-01"
2015-09-19,2025,1,1,0,2019-12-31,NA,NA,NA,0,0,0,1564,"2015","2015-09"
2019-11-29,22,0,3,0,2019-12-31,NA,NA,NA,0,0,0,32,"2019","2019-11"
2019-04-26,257,0,2,0,2019-12-31,NA,NA,NA,0,0,0,249,"2019","2019-04"
2015-05-28,2385,1,3,1,2019-11-01,"OK","Damage","OK",0,1,0,1618,"2015","2015-05"
2017-12-08,566,0,3,0,2019-12-31,NA,NA,NA,0,0,0,753,"2017","2017-12"
2016-10-09,1646,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1178,"2016","2016-10"
2016-12-10,1762,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1116,"2016","2016-12"
2018-09-27,370,0,6,0,2019-12-31,NA,NA,NA,0,0,0,460,"2018","2018-09"
2018-10-21,602,0,3,0,2019-12-31,NA,NA,NA,0,0,0,436,"2018","2018-10"
2015-12-11,2380,1,1,1,2018-07-11,"Damage","OK","OK",1,0,0,943,"2015","2015-12"
2019-12-07,27,0,2,0,2019-12-31,NA,NA,NA,0,0,0,24,"2019","2019-12"
2015-11-19,839,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1503,"2015","2015-11"
2019-08-09,254,1,5,0,2019-12-31,NA,NA,NA,0,0,0,144,"2019","2019-08"
2017-02-09,2324,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1055,"2017","2017-02"
2017-11-26,1529,1,3,0,2019-12-31,NA,NA,NA,0,0,0,765,"2017","2017-11"
2018-11-16,725,1,3,0,2019-12-31,NA,NA,NA,0,0,0,410,"2018","2018-11"
2016-01-03,510,0,2,1,2017-02-01,"OK","OK","Damage",0,0,1,395,"2016","2016-01"
